filename,width,height,class,xmin,ymin,xmax,ymax
image10.png,1314,804,protector,818,547,956,626
image11.png,1213,802,firewall,386,199,523,247
image11.png,1213,802,exchange,108,289,226,322
image11.png,1213,802,exchange,103,336,236,363
image11.png,1213,802,server,215,381,327,454
image11.png,1213,802,server,341,379,433,447
image11.png,1213,802,server,475,382,558,449
image11.png,1213,802,server,441,561,532,634
image11.png,1213,802,server,591,376,683,444
image11.png,1213,802,server,603,560,699,636
image11.png,1213,802,server,702,379,788,448
image11.png,1213,802,server,799,375,874,451
image11.png,1213,802,server,895,372,971,453
image11.png,1213,802,server,989,372,1073,450
image12.png,1357,776,dispatching_data_network,681,643,843,687
image12.png,1357,776,Longitudinal_encryption_device,340,523,436,585
image12.png,1357,776,Longitudinal_encryption_device,537,525,633,585
image12.png,1357,776,Longitudinal_encryption_device,723,526,820,586
image12.png,1357,776,exchange,926,456,999,511
image12.png,1357,776,exchange,727,448,805,493
image12.png,1357,776,exchange,545,447,637,494
image12.png,1357,776,exchange,340,443,433,494
image12.png,1357,776,exchange,43,224,116,275
image12.png,1357,776,exchange,41,164,114,219
image12.png,1357,776,firewall,1055,460,1145,511
image12.png,1357,776,firewall,1061,223,1145,275
image12.png,1357,776,firewall,1059,173,1141,219
image12.png,1357,776,Forward_isolation_device,1071,338,1142,391
image12.png,1357,776,workstation,120,68,198,152
image12.png,1357,776,workstation,230,70,305,155
image12.png,1357,776,workstation,330,75,404,150
image12.png,1357,776,workstation,446,68,510,152
image12.png,1357,776,workstation,539,65,616,159
image12.png,1357,776,workstation,620,69,691,150
image12.png,1357,776,workstation,707,68,781,152
image12.png,1357,776,workstation,804,70,874,154
image12.png,1357,776,workstation,878,70,951,155
image12.png,1357,776,workstation,953,71,1029,155
image12.png,1357,776,server,103,297,159,369
image12.png,1357,776,server,155,300,211,372
image12.png,1357,776,server,222,294,276,378
image12.png,1357,776,server,312,301,369,372
image12.png,1357,776,server,387,294,436,373
image12.png,1357,776,server,427,290,490,368
image12.png,1357,776,server,505,290,565,373
image12.png,1357,776,server,598,299,655,371
image12.png,1357,776,server,675,289,728,368
image12.png,1357,776,server,718,297,778,372
image13.png,1364,782,dispatching_data_network,292,19,472,65
image13.png,1364,782,dispatching_data_network,783,18,957,64
image13.png,1364,782,Longitudinal_encryption_device,245,72,336,125
image13.png,1364,782,Longitudinal_encryption_device,421,81,531,123
image13.png,1364,782,Longitudinal_encryption_device,736,71,829,123
image13.png,1364,782,Longitudinal_encryption_device,920,71,1019,124
image13.png,1364,782,exchange,245,162,337,211
image13.png,1364,782,exchange,421,162,524,219
image13.png,1364,782,exchange,735,159,841,219
image13.png,1364,782,exchange,918,152,1021,217
image13.png,1364,782,exchange,85,475,193,526
image13.png,1364,782,exchange,71,521,199,559
image13.png,1364,782,exchange,635,489,741,529
image13.png,1364,782,exchange,634,524,747,562
image13.png,1364,782,Forward_isolation_device,1082,342,1185,390
image13.png,1364,782,protector,358,628,459,711
image13.png,1364,782,communicator,456,627,578,715
image13.png,1364,782,Zone_one_and_two_firewall,557,479,643,617
image13.png,1364,782,server,182,336,278,405
image13.png,1364,782,server,287,330,378,403
image13.png,1364,782,server,979,326,1067,400
image13.png,1364,782,server,1197,331,1299,400
image14.png,1424,810,dispatching_data_network,653,49,778,92
image14.png,1424,810,Longitudinal_encryption_device,558,142,653,179
image14.png,1424,810,Longitudinal_encryption_device,760,142,850,180
image14.png,1424,810,exchange,564,266,660,309
image14.png,1424,810,exchange,759,268,860,311
image14.png,1424,810,exchange,103,462,208,501
image14.png,1424,810,exchange,105,506,201,545
image14.png,1424,810,exchange,986,453,1092,498
image14.png,1424,810,exchange,986,504,1090,542
image14.png,1424,810,protector,219,592,301,670
image14.png,1424,810,protector,305,591,375,668
image14.png,1424,810,protector,384,588,456,659
image15.png,1375,789,Router,660,84,745,122
image15.png,1375,789,Router,817,83,906,124
image15.png,1375,789,dispatching_data_network,804,26,931,74
image15.png,1375,789,dispatching_data_network,638,31,759,72
image15.png,1375,789,Longitudinal_encryption_device,655,153,754,196
image15.png,1375,789,Longitudinal_encryption_device,823,153,910,201
image15.png,1375,789,exchange,650,239,755,275
image15.png,1375,789,exchange,804,240,913,275
image15.png,1375,789,exchange,830,446,933,483
image15.png,1375,789,exchange,826,490,931,521
image15.png,1375,789,exchange,69,445,184,474
image15.png,1375,789,exchange,62,486,180,522
image15.png,1375,789,Clock_synchronizing_device,196,311,288,409
image15.png,1375,789,protector,295,322,398,404
image15.png,1375,789,protector,400,322,504,393
image15.png,1375,789,server,193,571,277,634
image15.png,1375,789,server,290,574,375,634
image15.png,1375,789,workstation,577,576,678,636
image15.png,1375,789,firewall,753,434,795,528
image15.png,1375,789,firewall,785,442,833,526
image16.png,1424,774,dispatching_data_network,1035,28,1294,86
image16.png,1424,774,Longitudinal_encryption_device,789,131,907,180
image16.png,1424,774,Longitudinal_encryption_device,1075,126,1185,175
image16.png,1424,774,exchange,789,229,901,270
image16.png,1424,774,exchange,1085,228,1194,266
image16.png,1424,774,exchange,238,412,390,473
image16.png,1424,774,exchange,254,500,384,553
image16.png,1424,774,server,413,331,530,406
image16.png,1424,774,server,599,324,691,401
image16.png,1424,774,Clock_synchronizing_device,425,588,534,698
image16.png,1424,774,communicator,611,584,751,693
image16.png,1424,774,protector,1020,589,1169,663
image17.png,1417,763,dispatching_data_network,991,1,1132,47
image17.png,1417,763,Longitudinal_encryption_device,882,146,995,204
image17.png,1417,763,Longitudinal_encryption_device,1095,143,1204,202
image17.png,1417,763,exchange,866,230,1013,269
image17.png,1417,763,exchange,1073,230,1213,268
image17.png,1417,763,exchange,1101,438,1233,469
image17.png,1417,763,exchange,1093,476,1258,507
image17.png,1417,763,exchange,146,432,274,470
image17.png,1417,763,exchange,123,477,282,519
image17.png,1417,763,protector,418,312,538,391
image17.png,1417,763,protector,528,312,649,391
image17.png,1417,763,protector,620,292,751,384
image17.png,1417,763,server,233,549,331,623
image17.png,1417,763,server,335,553,424,618
image17.png,1417,763,workstation,851,558,950,620
image17.png,1417,763,Zone_one_and_two_firewall,916,422,1084,479
image17.png,1417,763,Zone_one_and_two_firewall,918,488,1071,540
image18.png,1393,796,dispatching_data_network,743,37,978,115
image18.png,1393,796,Longitudinal_encryption_device,678,187,773,244
image18.png,1393,796,Longitudinal_encryption_device,917,190,1021,252
image18.png,1393,796,exchange,674,293,776,350
image18.png,1393,796,exchange,913,300,1018,347
image18.png,1393,796,exchange,209,505,304,535
image18.png,1393,796,exchange,204,547,307,591
image18.png,1393,796,Zone_one_and_two_firewall,1021,487,1153,628
image18.png,1393,796,server,361,396,495,463
image18.png,1393,796,server,516,404,620,466
image19.png,1371,777,dispatching_data_network,424,25,574,118
image19.png,1371,777,Longitudinal_encryption_device,245,125,337,198
image19.png,1371,777,Longitudinal_encryption_device,715,141,816,205
image19.png,1371,777,Longitudinal_encryption_device,851,128,954,183
image19.png,1371,777,Longitudinal_encryption_device,1053,131,1150,188
image19.png,1371,777,Longitudinal_encryption_device,1167,127,1251,188
image19.png,1371,777,exchange,246,255,346,296
image19.png,1371,777,exchange,716,254,795,303
image19.png,1371,777,exchange,957,211,1046,257
image19.png,1371,777,exchange,1153,221,1257,257
image19.png,1371,777,firewall,855,235,915,318
image19.png,1371,777,firewall,139,232,203,317
image19.png,1371,777,exchange,120,574,200,623
image19.png,1371,777,exchange,114,638,204,678
image19.png,1371,777,protector,437,462,507,556
image19.png,1371,777,server,571,456,652,549
image19.png,1371,777,server,686,468,770,547
image19.png,1371,777,server,789,454,884,548
image19.png,1371,777,workstation,932,460,1009,554
image19.png,1371,777,workstation,1020,454,1104,558
image19.png,1371,777,workstation,1138,458,1210,541
image2.png,1498,785,protector,298,320,367,377
image2.png,1498,785,communicator,310,472,370,530
image2.png,1498,785,server,255,608,316,673
image2.png,1498,785,server,228,610,274,672
image2.png,1498,785,workstation,319,611,376,667
image2.png,1498,785,workstation,387,612,447,671
image2.png,1498,785,workstation,456,611,517,671
image2.png,1498,785,workstation,527,613,584,668
image2.png,1498,785,equipment_for_measurement_and_control,237,319,297,362
image2.png,1498,785,exchange,601,534,641,558
image2.png,1498,785,exchange,184,528,217,559
image2.png,1498,785,exchange,180,564,219,587
image2.png,1498,785,exchange,185,435,224,460
image2.png,1498,785,exchange,177,403,225,432
image2.png,1498,785,Router,794,26,851,53
image2.png,1498,785,Router,1083,30,1132,52
image2.png,1498,785,exchange,1281,531,1320,561
image2.png,1498,785,exchange,1274,561,1319,585
image2.png,1498,785,exchange,1281,407,1321,429
image2.png,1498,785,exchange,1070,406,1111,430
image2.png,1498,785,exchange,1166,174,1200,199
image2.png,1498,785,exchange,1084,174,1124,199
image2.png,1498,785,exchange,729,175,763,203
image2.png,1498,785,exchange,803,176,850,200
image2.png,1498,785,Longitudinal_encryption_device,718,100,767,119
image2.png,1498,785,Longitudinal_encryption_device,800,101,845,120
image2.png,1498,785,Longitudinal_encryption_device,1081,97,1130,122
image2.png,1498,785,Longitudinal_encryption_device,1158,96,1208,122
image2.png,1498,785,server,1256,297,1316,362
image2.png,1498,785,server,1325,293,1381,359
image2.png,1498,785,server,1394,297,1449,361
image3.png,1437,790,dispatching_data_network,364,11,501,94
image3.png,1437,790,Longitudinal_encryption_device,308,199,392,240
image3.png,1437,790,Longitudinal_encryption_device,457,198,529,239
image3.png,1437,790,exchange,309,301,377,326
image3.png,1437,790,exchange,460,299,523,320
image3.png,1437,790,exchange,112,490,172,517
image3.png,1437,790,exchange,112,530,176,559
image3.png,1437,790,exchange,765,482,819,513
image3.png,1437,790,exchange,749,529,824,558
image3.png,1437,790,workstation,576,612,627,676
image3.png,1437,790,Forward_isolation_device,1285,332,1342,367
image3.png,1437,790,server,1052,612,1104,668
image3.png,1437,790,Zone_one_and_two_firewall,680,444,748,522
image3.png,1437,790,Zone_one_and_two_firewall,674,521,749,593
image3.png,1437,790,server,471,604,517,662
image3.png,1437,790,server,240,607,284,660
image3.png,1437,790,server,175,604,224,656
image4.png,1417,819,dispatching_data_network,621,31,856,101
image4.png,1417,819,Longitudinal_encryption_device,593,206,678,235
image4.png,1417,819,Longitudinal_encryption_device,776,203,862,245
image4.png,1417,819,exchange,586,274,692,313
image4.png,1417,819,exchange,761,276,875,318
image4.png,1417,819,exchange,247,481,356,524
image4.png,1417,819,protector,318,591,464,698
image4.png,1417,819,protector,494,583,626,705
image4.png,1417,819,protector,661,587,796,688
image4.png,1417,819,server,940,361,1023,420
image4.png,1417,819,workstation,1085,354,1168,425
image5.png,1439,769,Router,496,6,609,62
image5.png,1439,769,Router,915,3,1030,63
image5.png,1439,769,Longitudinal_encryption_device,278,139,406,204
image5.png,1439,769,Longitudinal_encryption_device,430,140,543,213
image5.png,1439,769,Longitudinal_encryption_device,952,138,1074,204
image5.png,1439,769,Longitudinal_encryption_device,1102,133,1216,212
image5.png,1439,769,exchange,282,235,415,284
image5.png,1439,769,exchange,427,235,552,289
image5.png,1439,769,exchange,134,483,251,530
image5.png,1439,769,exchange,955,235,1087,290
image5.png,1439,769,exchange,1097,234,1227,287
image5.png,1439,769,Zone_one_and_two_firewall,675,432,843,592
image5.png,1439,769,server,397,557,515,641
image6.png,1390,799,dispatching_data_network,685,45,793,113
image6.png,1390,799,Longitudinal_encryption_device,435,128,574,197
image6.png,1390,799,Longitudinal_encryption_device,790,131,928,192
image6.png,1390,799,exchange,421,223,589,274
image6.png,1390,799,exchange,764,226,930,272
image6.png,1390,799,workstation,733,361,837,425
image6.png,1390,799,server,509,362,638,437
image6.png,1390,799,Clock_synchronizing_device,346,351,469,436
image6.png,1390,799,exchange,63,421,223,513
image6.png,1390,799,protector,336,522,466,610
image7.png,1403,776,dispatching_data_network,526,16,662,63
image7.png,1403,776,Router,454,72,513,106
image7.png,1403,776,Router,700,66,757,106
image7.png,1403,776,Longitudinal_encryption_device,389,119,462,169
image7.png,1403,776,Longitudinal_encryption_device,492,123,556,171
image7.png,1403,776,Longitudinal_encryption_device,669,119,740,167
image7.png,1403,776,Longitudinal_encryption_device,772,117,834,165
image7.png,1403,776,exchange,392,181,456,221
image7.png,1403,776,exchange,488,178,551,220
image7.png,1403,776,exchange,673,182,738,219
image7.png,1403,776,exchange,784,180,846,219
image7.png,1403,776,exchange,82,335,148,366
image7.png,1403,776,exchange,81,370,149,399
image7.png,1403,776,Clock_synchronizing_device,516,260,579,349
image7.png,1403,776,firewall,587,500,632,563
image7.png,1403,776,firewall,1192,246,1269,284
image7.png,1403,776,server,153,269,198,313
image7.png,1403,776,server,199,266,240,315
image7.png,1403,776,server,243,267,284,317
image7.png,1403,776,workstation,879,262,930,311
image7.png,1403,776,workstation,763,404,819,444
image7.png,1403,776,workstation,998,371,1046,426
image7.png,1403,776,Forward_isolation_device,581,593,652,639
image7.png,1403,776,Forward_isolation_device,899,525,982,572
image7.png,1403,776,Forward_isolation_device,1096,460,1174,508
image7.png,1403,776,exchange,716,528,790,567
image7.png,1403,776,exchange,1200,469,1270,514
image7.png,1403,776,server,996,251,1053,303
image8.png,1421,795,dispatching_data_network,698,23,862,107
image8.png,1421,795,Longitudinal_encryption_device,456,179,555,227
image8.png,1421,795,Longitudinal_encryption_device,622,182,715,225
image8.png,1421,795,Longitudinal_encryption_device,911,182,1018,223
image8.png,1421,795,Longitudinal_encryption_device,1111,176,1217,227
image8.png,1421,795,exchange,455,274,553,309
image8.png,1421,795,exchange,630,275,719,306
image8.png,1421,795,exchange,923,273,1011,307
image8.png,1421,795,exchange,1123,274,1222,314
image8.png,1421,795,exchange,124,496,204,525
image8.png,1421,795,exchange,122,528,206,550
image8.png,1421,795,server,179,396,246,446
image8.png,1421,795,server,241,400,315,448
image8.png,1421,795,workstation,311,393,371,451
image8.png,1421,795,protector,225,585,298,665
image8.png,1421,795,protector,316,596,390,666
image8.png,1421,795,protector,395,584,472,648
image8.png,1421,795,Zone_one_and_two_firewall,710,509,784,581
image9.png,1371,784,dispatching_data_network,970,22,1318,102
image9.png,1371,784,firewall,1143,315,1182,363
image9.png,1371,784,Longitudinal_encryption_device,783,246,872,288
image9.png,1371,784,Longitudinal_encryption_device,951,240,1012,277
image9.png,1371,784,exchange,776,332,866,357
image9.png,1371,784,exchange,958,322,1033,367
image9.png,1371,784,Clock_synchronizing_device,827,613,893,708
image9.png,1371,784,exchange,78,534,173,572
image9.png,1371,784,exchange,68,573,159,607
image9.png,1371,784,workstation,198,610,249,654
image9.png,1371,784,server,263,610,309,655
image9.png,1371,784,server,312,609,363,652
